No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
5721,0,0,"0,004863181466","0,01856142344","0,0001542108124","1,96","11,84","0,003523090232","0,06639479153","7,126673134","4,237081707","0,05","82,87393443","1,844804577",1
5722,0,0,"0,72","0,1","0,11","2,04","11,61","0,07","1,02","7,392084038","324,0385057","1,76","431,6256772","3,714096435",2
5723,"0,26","0,26","0,81","0,36","0,07","1,9","16,23","0,08","4,5","7,464485186","315,5746022","0,55","322,3652374","2,743890222",2
5724,"0,14","0,14","0,05","0,09","0,003","1,89","11,24","0,06","3,43","6,937818783","363,1796235","0,37","364,7948827","4,382161619",2
5725,"0,32","0,32","0,03","0,07","0,006","1,07","8,02",0,"3,12","5,381407519","343,4390173","0,66","320,470853","3,497480961",2
5726,0,0,"0,05","0,09","0,006","1,77","8,1",0,"3,94","7,55796363","340,9755587","1,69","519,0316251","2,285519929",2
5727,0,0,"0,86","0,36","0,03","1,97","4,75","0,06","2,13","7,130099196","324,1462401","0,2","336,9568673","2,285987849",2
5728,0,0,"0,007631211607","0,02062147107","0,000920026155","1,34","12,4","0,005163208629","0,06376593404","7,677139899","10,25963873","0,62","66,81375651","4,530417971",1
5729,"0,5","0,5","0,02","0,15","0,003","1,82","14,85","0,03","0,02","8,93387761","382,0607072","1,04","310,9278353","3,444442492",2
5730,0,0,"0,08","0,09","0,06","0,3","0,26","0,02","0,03","8,990317234","392,8419068","0,04","334,2698796","3,74874691",2
5731,0,0,"0,004377430328","0,03472851888","0,002924988703","0,65","13,3","0,005878026734","0,1665744484","8,333421032","30,83884874","1,32","99,99879141","4,078450283",1
5732,"0,57","0,57","0,53","0,88","0,1","1,23","7,17","0,09",0,"4,922045466","351,5732575","1,23","354,1118604","3,074815428",2
5733,"0,99","0,99","0,01","0,23","0,007","1,77","14,55","0,08","0,11","7,788054733","324,8707242","1,44","378,1490002","4,205809732",2
5734,0,0,"0,007659570363","0,0145018983","0,002501449802","0,83","18,28","0,002138866601","0,03646159885","8,254164623","10,96430233","0,05","142,8295169","0,06919190466",1
5735,0,0,"0,007376747593","0,03701820421","0,0006379132097","1,35","13,66","0,003955761165","0,03080856322","8,46976384","33,43894585","0,91","260,9405682","0,4613171729",1
5736,"0,7","0,7","0,74","0,17","0,01","1,85","16,01","0,03","0,08","6,470151959","326,7941938","0,25","511,7051873","4,804828567",2
5737,"0,75","0,75","0,04","0,85","0,009","1,38","8,25","0,02","0,88","10,30847766","399,2536901","1,1","415,0065756","2,770822653",2
5738,"0,71","0,71","0,08","0,02","0,04","0,86","1,07","0,09","0,09","2,569243562","253,8305522","1,03","390,4268891","3,93382646",2
5739,0,0,"0,007201418113","0,02930472953","0,001074530906","2,12","6,41","0,00149546787","0,175558573","7,536582885","29,60568859","0,1","265,7028376","4,835113042",1
5740,0,0,"0,007623097089","0,04926717714","0,001987144738","1,2","17,93","0,001644744043","0,156621837","7,044678145","3,660340378","0,25","78,54318955","4,963576852",1
5741,"0,7","0,7","0,72","0,28","0,01","1,43","14,88","0,07","0,24","9,739561949","374,4773193","0,06","257,0077177","4,208354354",2
5742,"0,5","0,5","0,03","0,28","0,003","1,23","6,11","0,07","0,12","7,650683237","462,474215","1,96","530,07252","2,447444464",2
5743,"0,24","0,24","0,09","0,08","0,01","1,97","4,28","0,04","0,07","6,106759636","362,7219539","0,51","418,2698062","2,619420879",2
5744,"0,49","0,49","0,01","0,34","0,009",1,"17,16","0,09","0,07","7,295141332","357,2657321","0,07","413,655951","4,290393224",2
5745,0,0,"0,001744042638","0,01533783827","0,0004920638324","0,2","6,4","0,007397285225","0,02738577893","7,948056003","18,64628018","0,05","163,9719306","2,201568264",1
5746,"0,56","0,56","0,96","0,61","0,02","2,07","10,12","0,07","0,09","7,340170884","415,4508101","1,23","337,6321732","4,64569167",2
5747,0,0,"0,00478431366","0,04283911572","0,001215553755","1,2","3,73","0,007067989446","0,1374086855","6,755472169","4,579267683","1,4","53,87878676","3,129159751",1
5748,0,0,"0,007900668319","0,01423946624","0,002481847453","0,03","17,8","0,008322527699","0,04344783979","6,556514702","34,41235294","0,26","241,1899183","3,216305983",1
5749,0,0,"0,1","0,08","0,08","1,55","3,76","0,08","0,01","7,521051679","294,344858","0,4","395,4487992","3,377132289",2
5750,0,0,"0,09","0,04",0,"0,57","1,73","0,04","0,03","6,616649175","340,2457661","0,06","345,4893819","4,09093992",2
5751,"0,04","0,04","0,009652174916","0,01681206825","0,002457207432","1,75","2,4","0,008535125028","0,1110995442","8,116689442","4,940317039","1,15","142,2406384","2,84680124",1
5752,"0,7","0,7","0,03",0,"0,09","0,61","1,16","0,09",0,"5,400301781","363,5618201","1,35","406,198555","4,978820188",2
5753,0,0,"0,002530981692","0,01420323029","0,002467623927","1,43","4,37","0,005824254409","0,06201903365","8,26986602","38,74355966","0,58","214,1100569","2,515325941",1
5754,"0,92","0,92","0,17","0,2","0,05","1,46","9,5","0,03","0,02","6,804796145","347,9751368","1,18","341,5236716","4,989876168",2
5755,"0,62","0,62","0,02","0,04","0,05","1,03","14,8","0,07","0,06","7,397562418","343,4866327","1,17","426,0834788","3,874425315",2
5756,"0,67","0,67","0,84","0,19","0,09","1,86","1,2","0,1","0,84","10,49074403","306,4511896","1,54","389,0056782","3,21063541",2
5757,0,0,"0,43","0,76","0,06","1,53","14,92","0,03","2,19","5,495035446","316,5673193","0,7","490,8155214","1,986191593",2
5758,0,0,"0,007666092197","0,0264535179","0,0007276657905","1,85","4,85","0,007065559462","0,05682623067","8,443994391","17,68751492","0,16","246,6386326","4,937982755",1
5759,"0,01","0,01","0,007355569991","0,04239167222","0,0009412629873","0,57","10,9","0,00701384141","0,1431811398","7,363617903","15,6550223","0,01","290,8484003","2,365848614",1
5760,0,0,"0,007726971619","0,02339023605","0,001635066675","0,4","11,7","0,004199455788","0,1621667637","6,811921493","13,62115552","0,2","170,3221926","1,769082903",1
5761,"0,75","0,75","0,37","0,79","0,04","1,46","18,69","0,03","0,07","6,593174457","304,5102301","0,71","495,9669861","3,955090834",2
5762,"0,8","0,8","0,01","0,03","0,04","0,25","7,84","0,05",0,"4,761105185","356,7736375","1,53","483,3198807","3,285186851",2
5763,0,0,"0,09","0,04","0,01","0,02","12,69","0,02","0,03","5,117913529","349,2692713","0,06","456,9057035","4,600885755",2
5764,"0,68","0,68","0,72","0,2","0,08","1,52","5,23","0,03","0,04","8,146185794","392,3805285","0,09","330,3553226","2,89577428",2
5765,0,0,"0,45","0,18","0,06","2,06","18,8","0,01","3,89","7,255798597","330,1337768","0,66","479,8254966","3,130044763",2
5766,0,0,"0,005396627373","0,04356820636","0,0005705216023","1,83","13,1","0,001201320757","0,1141636471","7,820998307","37,93731667","0,04","215,1168592","3,362477665",1
5767,0,0,"0,04","0,09","0,09","2,09","15,09","0,02","0,02","4,851103882","303,3097712","0,01","339,9769921","4,006631571",2
5768,"0,02","0,02","0,00781044304","0,03075635596","0,002543442247",1,"13,97","0,009786802554","0,07296796633","8,350873478","8,585057948","0,08","287,0624764","2,890463628",1
5769,0,0,"0,03",0,"0,04","1,99","9,26","0,09","0,09","8,369154354","306,7022268","0,07","336,1988372","3,095233157",2
5770,"0,42","0,42","0,49","0,64","0,03","1,58","4,77","0,06","2,3","7,669012537","405,8298938","0,4","531,630721","3,53559633",2
5771,0,0,"0,09","0,08","0,07","0,26","7,09","0,04","0,09","4,695516141","244,7951979","1,16","351,1860809","4,396604556",2
5772,"0,27","0,27","0,03","0,09","0,09","2,39","16,64","0,01","0,02","6,875746152","327,6975408","1,11","629,2812475","2,64503637",2
5773,"0,32","0,32","0,26","0,84","0,04","1,81","19,76","0,02","0,06","8,736126384","418,9550103","1,92","539,0065207","4,377502097",2
5774,"0,5","0,5","0,06","0,04","0,08","1,8","8,25","0,09","0,07","5,588129751","342,936881","0,88","334,1660609","5,227609397",2
5775,"0,05","0,05","0,06","0,02","0,03","0,82","13,07","0,08","0,1","3,433874059","311,9650933","0,42","506,3759338","3,287243971",2
5776,0,0,"0,01","0,04","0,02","0,68","14,61","0,05","0,05","5,403883692","352,9528033","0,06","352,3536228","4,003547029",2
5777,0,0,"0,47","0,21","0,01","1,36","17,08","0,05","0,84","7,139671256","307,7592107","0,03","444,4534957","4,40163526",2
5778,0,0,"0,007797305345","0,04982638631","0,002895534517",1,"6,15","0,002449916099","0,08414513453","7,084895312","15,05316092","0,06","172,139357","0,08016663663",1
5779,"0,62","0,62","0,05","0,77","0,001",2,"17,27","0,02","0,01","6,602539772","409,5019532","1,02","465,3308561","5,359460295",2
5780,0,0,"0,06","0,03","0,01","1,73","11,8","0,07","0,09","7,426274011","295,5910188","0,05","447,0322886","3,494032184",2
5781,0,0,"0,26","0,38","0,03","1,5","12,67","0,03","4,51","5,613562647","342,4983613","0,52","371,4823076","3,416625245",2
5782,0,0,"0,004585561011","0,04292993583","0,002888672693","0,5","14,72","0,005165907888","0,05149422358","7,380134095","36,75256054","1,89","151,4859064","4,160444911",1
5783,0,0,"0,03","0,05","0,07","0,57","11,38","0,09","0,08","7,566517125","337,7537758","1,26","573,1595907","2,831234426",2
5784,"0,02","0,02","0,06","0,03","0,05","0,42","16,23","0,02","0,02","7,497987815","357,2267095","0,07","672,5569992","2,901699556",2
5785,0,0,"0,003734247897","0,04696636212","0,0006687203732","1,43","2,55","0,001949753175","0,1956318244","7,194828508","31,50674087","0,04","243,8753163","1,478705358",1
5786,"0,58","0,58","0,07","0,05",0,"1,17","12,79","0,04","0,04","6,03956779","272,2769116","0,88","422,0270716","3,487920051",2
5787,0,0,"0,006495256835","0,02378973851","0,002918789833",2,"7,65","0,007119895644","0,04313510185","8,022409502","12,66075597","0,1","52,90062359","0,9460607136",1
5788,"0,18","0,18","0,05","0,1","0,09","1,62","8,12","0,03","0,09","7,657991237","269,8597989","1,04","500,6848732","3,807720799",2
5789,"0,74","0,74","0,47","0,51","0,03","1,3","17,58","0,1",0,"8,332953485","333,0844548","0,26","580,0035336","5,227609397",2
5790,"0,64","0,64","0,61","0,14","0,1","1,51","13,1","0,06","1,84","7,15473588","287,0856791","0,8","394,4405812","2,181714167",2
5791,0,0,"0,43","0,22","0,1","1,5","19,38","0,08","3,35","7,262534652","281,6780401","0,95","400,0035891","5,468590847",2
5792,0,0,"0,02","0,03","0,09","0,27","3,1","0,09","0,06","8,210443565","320,5559945","0,06","413,1586361","2,954092652",2
5793,0,0,"0,06","0,07","0,04","0,7","13,82","0,09","0,09","8,141861116","300,2929542","0,1","281,5444516","3,652263831",2
5794,"0,3","0,3","0,001","0,37","0,001","1,22","15,69","0,03","0,08","6,510972335","354,2975652","1,64","501,19395","3,54960841",2
5795,"0,52","0,52","0,25","0,16","0,07","1,92","16,62","0,01","0,03","6,744799075","297,8413813","0,58","315,4790704","3,310858508",2
5796,0,0,"0,08","0,09","0,06","0,68","16,37","0,04","0,08","6,89834133","289,2084077","0,02","553,0576632","5,080497555",2
5797,"0,26","0,26","0,36","0,66","0,1","1,78","15,63","0,08","3,62","8,30922771","340,6238055","1,8","348,7329371","4,528574925",2
5798,"0,76","0,76","0,23","0,89","0,04","1,42","8,02","0,07","0,17","8,037430327","322,5210354","0,38","445,7688122","4,21251085",2
5799,"0,39","0,39","0,01","0,8","0,009","1,24","14,25","0,06","0,19","7,103348375","309,4474322","1,07","392,4214958","3,73992167",2
5800,"0,51","0,51","0,02","0,15","0,006","1,53","13,73","0,08","0,47","6,912607562","241,6075323","1,65","427,7938337","3,908198846",2
5801,0,0,"0,009613187237","0,02042355672","0,001894258412","0,39","1,2","0,005632488444","0,1137802505","8,345476372","21,69253024","0,01","146,6639633","0,2607613607",1
5802,0,0,"0,008767544512","0,02954797577","0,0007467011638","0,75","18,09","0,006592565385","0,1454796046","8,157179852","31,4997678","0,09","158,9082277","0,7994723643",1
5803,"0,83","0,83","0,07","0,05","0,06","1,69","16,11","0,08","0,05","7,725332908","350,4498974","0,39","406,0147939","4,263180268",2
5804,0,0,"0,007122569507","0,02129880945","0,002209907675","1,76","6,44","0,003449863334","0,1946559204","6,684138912","18,89138265","0,04","160,6708928","4,035843274",1
5805,0,0,"0,007369192646","0,04931924127","0,002123013482","2,03","17,94","0,009295488912","0,05249867216","8,371921182","21,60498573","1,09","109,7849299","2,976647068",1
5806,"0,67","0,67","0,02","0,09","0,04","1,17","11,98","0,1","0,04","7,565198073","424,3021225","1,83","433,1450049","3,315070593",2
5807,"0,26","0,26","0,03","0,06","0,08","1,25","18,6","0,02","0,09","6,246117565","345,1798873","1,17","506,0101352","3,866874573",2
5808,"0,72","0,72","0,09","0,09","0,1","1,69","14,03","0,09","0,08","6,316470521","324,0385057","1,55","445,5626438","3,964449588",2
5809,0,0,"0,01","0,03","0,05","0,59","18,95","0,07","0,02","4,931958445","298,3904904","0,09","371,4829107","5,164284275",2
5810,0,0,"0,005248927143","0,02519431156","0,002992509494","0,99","18,95","0,005964423556","0,1718553025","8,271210572","30,4769432","1,47","205,3723369","3,085849997",1
5811,"0,86","0,86","0,01","0,15","0,005","1,5","7,52","0,04","0,11","8,127710424","389,2256729","1,99","349,954534","4,943032174",2
5812,"0,05","0,05","0,45","0,53","0,07","1,27","14,73","0,07","0,03","7,117578658","351,2373616","0,02","443,5703721","4,654177335",2
5813,0,0,"0,009547222319","0,03735786733","0,001303907159","0,78","2,27","0,003111742501","0,171547075","7,601202845","15,28149538","0,06","132,4501282","4,898431634",1
5814,0,0,"0,03","0,88","0,009","1,35","0,34","0,09","1,34","8,757110512","325,4968479",0,"456,185338","3,730899269",2
5815,"0,85","0,85","0,1","0,05","0,04","1,23","13,65","0,01",0,"6,635894308","322,0219095","1,71","504,9254661","5,359460295",2
5816,"0,08","0,08","0,08","0,08","0,05","0,72","12,72","0,02","0,07","8,226808034","309,7875155","0,38","436,6259903","4,612963629",2
5817,0,0,"0,1","0,07","0,04","0,91","15,19","0,07","0,03","9,186453377","351,0644584","0,02","430,4187865","6,06455925",2
5818,0,0,"0,01",0,"0,03","0,52","12,05","0,05","0,02","7,682762474","318,7387739","0,03","319,7850761","3,513255496",2
5819,"0,21","0,21","0,81","0,27","0,08","2,05","4,53","0,06","0,05","6,727185265","234,8526993","1,74","511,5876641","3,735204451",2
5820,0,0,"0,04","0,8","0,006","1,13","6,42","0,05","4,24","7,8564711","307,6214615","1,25","428,7869759","4,308357589",2
5821,0,0,"0,006315182655","0,0326540336","0,001396203929","0,73","18,32","0,001815550538","0,02036624651","7,223501396","21,76385876","1,15","247,9764128","0,1198179007",1
5822,"0,01","0,01","0,03","0,29","0,002","1,28","10,63","0,04","0,06","6,888547603","395,4959539","0,99","340,5662445","3,030107847",2
5823,0,0,"0,001376064495","0,0237184293","0,001597911769","1,85","14,4","0,008075724706","0,02293774586","6,834473811","6,033388723","1,2","131,2469986","4,392198028",1
5824,"0,68","0,68","0,06","0,04","0,07","1,2","8,21","0,04","0,1","8,558388775","319,2536314","1,54","448,1516693","4,363529881",2
5825,"0,01","0,01","0,04","0,21","0,006","1,57","7,01","0,02","0,1","6,283318587","382,9587368","1,54","442,3374864","2,938536287",2
5826,0,0,"0,06","0,06","0,09","0,51","6,48","0,07","0,07","6,941278904","369,5907405","1,96","558,7478629","3,045612106",2
5827,0,0,"0,008770956346","0,01615009823","0,000557232836","1,59","2,32","0,008671955722","0,1838905923","8,301001781","20,57651339","0,51","189,7772186","2,017710506",1
5828,0,0,"0,69","0,8","0,13","1,9","3,45","0,08","3,3","7,566517125","312,3299474","1,88","431,5056768","4,364426392",2
5829,0,0,"0,005294120198","0,03339063062","0,001219048795","0,44","2,86","0,00271139259","0,1535310861","7,922379463","35,3594676","1,38","277,9199738","4,490136654",1
5830,"0,15","0,15","0,05","0,14","0,008","1,67","3,84","0,02","0,04","8,77504747","311,5268902","1,99","480,0130563","3,807720799",2
5831,"0,16","0,16","0,19","0,29","0,08","1,09","13,84",0,"0,02","6,319431545","322,1069975","0,07","753,3426196","2,913048443",2
5832,0,0,"0,006426002159","0,03794717455","0,0002164179103","0,21","16,22","0,004417097446","0,1351178611","8,191528256","5,632606362","1,23","194,5826258","3,343953316",1
5833,"0,51","0,51","0,05","0,61","0,006","1,17","10,31","0,02","3,03","7,371085073","355,1647923","0,77","327,4597605","4,513200539",2
5834,"0,29","0,29","0,09","0,05","0,03","1,29","16,82","0,07","0,02","9,514626622","372,6252573","0,41","445,9284558","4,15016691",2
5835,"0,36","0,36","0,88","0,2","0,1","1,89","8,11","0,09",0,"5,756475689","384,8219665","0,78","277,5880746","2,98809301",2
5836,"0,04","0,04","0,001","0,82","0,003","1,97","14,77","0,03","0,06","8,039696863","300,0442343","1,57","392,5582049","3,984308829",2
5837,"0,42","0,42","0,08","0,02",0,"1,06","6,13","0,08","0,06","7,775385593","261,213317","1,24","312,3885856","3,556297467",2
5838,"0,09","0,09","0,08","0,46","0,02","1,63","16,65","0,02","0,13","7,104295204","287,087053","0,24","344,7679244","3,279888338",2
5839,0,0,"0,009741826744","0,03509811429","0,0007605304843","1,77","18,39","0,008607983225","0,1522102692","6,566848527","4,657537313","0,01","235,1689397","0,9826609175",1
5840,0,0,"0,00356700809","0,01146455047","0,001843300384","0,43","0,6","0,008860126761","0,06778856451","7,087627146","3,003986834","0,1","86,82644427","4,287570354",1
5841,0,0,"0,009602695415","0,01384669592","0,0007242890417","0,61","6,11","0,00144234967","0,04345006842","7,343291718","20,37130738","1,69","55,88387037","1,092743786",1
5842,0,0,"0,02",0,"0,03","0,38","0,75","0,04","0,03","8,132736965","307,9976308","0,09","441,5295473","3,56139783",2
5843,"0,11","0,11","0,06","0,04","0,03","1,41","14,45","0,1",0,"6,876451043","422,990413","1,42","521,1405236","4,270801389",2
5844,"0,52","0,52","0,07","0,06","0,03","1,09","10,85","0,08","0,09","8,281120655","375,5055831","1,97","462,4397372","4,10692449",2
5845,0,0,"0,05","0,02","0,07","0,42","14,44","0,03",0,"7,488133464","327,1938979","0,05","412,3085879","2,86022397",2
5846,0,0,"0,01","0,62","0,003","1,91","15,79","0,1","0,28","9,30566048","351,2373616","1,15","309,2546197","3,968177083",2
5847,1,1,"0,01","0,19","0,006","1,49","11,26","0,02","2,29","6,511618075","366,1766336","1,64","390,0465726","3,341426728",2
5848,"0,2","0,2","0,05","0,54","0,008","1,82","17,56","0,1","0,01","7,40265315","301,9655414","0,79","451,2114486","3,138971387",2
5849,0,0,"0,001542419981","0,0138974046","0,0004751615412","0,98","1,42","0,008652006996","0,02688297045","6,96003421","34,21549302","0,03","194,8058881","1,628928239",1
5850,"0,33","0,33","0,02","0,08","0,05","1,93","3,08","0,06","0,06","9,152284709","379,3749332","1,47","515,0599861","4,527364378",2
5851,"0,05","0,05","0,006718976956","0,02018817111","0,0005008274231","1,11","16,67","0,00435199895","0,03048184492","7,779308826","3,748171885","1,95","87,75894232","0,6347686465",1
5852,"0,38","0,38","0,62","0,84","0,06","1,55","4,3","0,03","1,3","4,894278074","333,0733642","1,72","337,0773485","3,751588622",2
5853,0,0,"0,05","0,54","0,008","1,58","17,17","0,01","0,06","6,385470898","325,8731338","0,28","380,5782648","4,462408041",2
5854,"0,6","0,6","1,02","0,27","0,01","1,98","11,95","0,02","0,88","8,111101031","332,4687554","1,23","461,8045481","4,362033669",2
5855,0,0,"0,66","0,7","0,1","1,81","9,9","0,02","3,41","7,488133464","324,5515135","1,08","402,8873087","4,58147746",2
5856,0,0,"0,007364300482","0,04624680038","0,0007290913707","0,05","11,04","0,009115089263","0,1214082407","7,572455244","5,570261934","0,08","274,0533898","3,632410682",1
5857,0,0,"0,02","0,53","0,02","1,82","4,73","0,1","1,5","9,610220345","275,6224867","1,99","335,8047102","5,045619628",2
5858,"0,27","0,27","0,04","0,09","0,002","1,84","8,43","0,08","2,68","8,085759801","352,7021822","0,54","371,847136","5,116406585",2
5859,"0,07","0,07","0,02","0,19","0,001","1,51","18,25","0,01","0,05","7,054266774","377,3580484","0,17","350,1780398","5,437618577",2
5860,"0,8","0,8","0,83","0,12","0,03","1,61","12,73","0,02","0,18","9,264390909","308,9578864","1,77","370,1889481","3,327384429",2
5861,0,0,"0,01","0,1","0,03","0,89","14,44","0,03","0,04","8,238996597","273,0868901","0,36","477,3433686","4,257805108",2
5862,"0,61","0,61","0,05","0,02","0,09","2,39","2,99","0,1","0,07","4,897691707","298,3561571","0,11","414,2560865","3,959636524",2
5863,"0,01","0,01","0,001","0,32","0,007","1,09","1,41",0,"0,09","5,089387791","341,4980436","1,21","315,6043274","3,807920062",2
5864,0,0,"0,002596618301","0,04341633242","0,0003360853025","0,81","10,39","0,008399459128","0,1618652951","7,680383774","11,99303601","1,3","288,4596472","0,3687990715",1
5865,0,0,"0,01","0,06","0,09","0,54",2,0,"0,08","5,574755848","342,4477002","1,22","377,8579586","3,427066374",2
5866,"0,97","0,97","0,05","0,43","0,002","1,99","18,78","0,05","0,02","6,262907282","286,7651014","0,7","458,3667847","4,270801389",2
5867,0,0,"0,31","0,06","0,07","1,75","15,4","0,04","0,77","7,277143967","352,0186379","1,83","396,9112142","5,100552354",2
5868,0,0,"0,03","0,09","0,1","0,9","14,52","0,09","0,06","7,833970824","312,3591475","0,07","479,5374969","3,089597302",2
5869,0,0,"0,04","0,27","0,03","2,22","1,71","0,06","1,44","6,203322508","314,4524251","0,83","324,2501476","4,763730536",2
5870,"0,91","0,91","0,07","0,06","0,05","0,87","4,37","0,03","0,09","8,142330913","334,7173347",1,"278,5026326","2,770948497",2
5871,0,0,"0,006961519718","0,01212935955","0,002470660393","1,73","11,8","0,007996718424","0,05038564166","7,408814322","2,538784825","0,05","264,3587963","4,863557513",1
5872,0,0,"0,005372055051","0,01326458917","0,0009428295761","1,94","0,36","0,001648522315","0,09120388387","8,163022054","12,18727971","1,66","137,7187806","4,486015709",1
5873,0,0,"0,06","0,07","0,08","0,52","3,57","0,08","0,07","8,357612993","330,9784658","0,4","395,7386306","4,321856147",2
5874,0,0,"0,07","0,03","0,07","1,93","9,73","0,07","0,04","10,50966863","321,4733596","0,49","580,8977004","4,20418585",2
5875,0,0,"0,08","0,07","0,07","1,48","14,46","0,1","0,04","4,633202516","327,6509604","0,08","283,6516335","3,7829719",2
5876,0,0,"0,03","0,02","0,06","1,77","14,86","0,05",0,"4,81183249","381,7618836","1,64","555,9197962","3,7927771",2
5877,0,0,"0,01","0,1","0,03","0,33","17,85","0,05","0,04","8,347949483","293,6110485","0,01","420,2191036","4,278712401",2
5878,"0,26","0,26","0,04","0,55","0,001","1,26","15,05","0,05","1,53","5,445325981","321,8652502","0,68","530,0696021","5,327584532",2
5879,0,0,"0,02","0,34","0,004","1,12","0,44","0,08","4,55","9,323583858","302,7449602","1,95","437,3669088","4,1946",2
5880,"0,35","0,35","0,07","0,02","0,07","0,91","9,54","0,06","0,01","8,315959071","314,7278355","0,93","486,8632669","3,923590202",2
5881,0,0,"0,06","0,06","0,03","0,51","12,33","0,08","0,04","5,506061504","389,3387958","0,04","355,6986132","3,223080865",2
5882,"0,97","0,97","0,04","0,31","0,002","1,58","5,59","0,1","0,06","4,868827135","276,833932","0,7","376,4888875","3,333242682",2
5883,"0,42","0,42","0,02","0,1","0,06","2,43","15,65","0,06","0,01","8,746985976","259,1221314","1,73","563,4099697","3,446401194",2
5884,"0,79","0,79","0,04","0,15","0,004","1,72","14,21","0,04","4,08","6,03956779","329,1322387","0,82","344,5151501","4,091205593",2
5885,"0,18","0,18","0,08","0,09","0,08","1,38","13,88","0,05","0,06","4,249890379","320,115497","1,85","441,5240883","4,226949554",2
5886,"0,15","0,15","0,09","0,07","0,05","1,91","17,45","0,04","0,01","9,494558726","377,3580484","0,81","344,7169755","2,659977662",2
5887,"0,03","0,03","0,02","0,16","0,001","1,86","0,15","0,06","4,69","7,121458435","271,8627923","0,36","354,1018299","4,055421251",2
5888,"0,21","0,21","0,51","0,34","0,05","1,13","9,97","0,04","0,09","4,725785565","359,7105172","0,04","510,4144025","2,739234987",2
5889,0,0,"0,68","0,49","0,09","1,52","17,56","0,07","3,51","6,816416925","312,3993354","0,41","295,6539574","3,176432526",2
5890,0,0,"0,05","0,08","0,03","0,49","7,38","0,07","0,06","8,552782416","333,3392822","0,05","358,9095886","3,912289082",2
5891,0,0,"0,00493446912","0,03877167767","0,002908752894","0,1","6,38","0,001213089052","0,03790049923","7,526762638","15,53397967","0,02","182,1908361","1,78087924",1
5892,0,0,"0,004905937241","0,04986885908","0,0008393502684","0,4","15,38","0,004765420459","0,05709637227","8,051527409","25,425421","0,02","136,9645166","3,788889528",1
5893,"0,31","0,31","0,1","0,1",0,"1,1","12,26","0,09","0,03","5,369584181","323,7428268","0,62","331,971661","4,25187617",2
5894,0,0,"0,002208703946","0,0439241879","0,0002859263462","0,49","16,86","0,008815785246","0,0210966697","6,696915801","30,15332408","1,23","78,08450288","0,3869784756",1
5895,"0,4","0,4","0,04","0,49","0,006","1,82","14,91","0,05","1,07","7,745499128","330,7503922","0,1","449,9189927","3,790523693",2
5896,0,0,"0,04","0,01","0,1","0,05","13,81",0,"0,09","8,268307592","334,9560998","1,64","295,3858255","3,096163272",2
5897,"0,85","0,85","0,08","0,09","0,02","1,78","13,94","0,09","0,09","7,78166376","330,7195488","1,96","499,0950566","3,546183202",2
5898,0,0,"0,002187857662","0,02289162747","0,002563865674","0,84","18,72","0,007205227258","0,1134149257","7,80647178","14,23757575","0,03","73,48880545","3,235131129",1
5899,"0,59","0,59","0,16","0,46","0,05","2,16","7,09","0,02","0,02","5,603325961","361,7796821","0,4","487,9083272","3,651864699",2
5900,"0,92","0,92","0,07","0,06","0,06","1,6","8,13","0,05","0,05","7,486779709","326,2542815","1,37","428,9480234","3,15755952",2
5901,0,0,"0,005023793925","0,02589224884","0,001969062818","0,33","2,5","0,008826400841","0,09590137373","8,437569562","13,55889209","0,09","57,16455061","4,587871333",1
5902,"0,57","0,57","0,06","0,06",0,"1,96","8,45","0,1","0,05","8,757110512","326,9615176","1,52","403,4209957","4,567879972",2
5903,"0,29","0,29","0,01","0,49","0,006","1,29","16,82","0,07","3,46","6,448931033","349,7346616","0,41","328,2172512","4,112322458",2
5904,0,0,"0,008187616517","0,04583591875","0,002078654256","1,84","10,56","0,005116529304","0,0789729421","7,636961389","1,992901965","0,67","157,2958338","1,930694903",1
5905,0,0,"0,009201844034","0,03016349896","0,0006712235051","0,21","2,46","0,005096013728","0,1993611181","8,435248841","6,74152612","0,7","65,68603697","0,4622291524",1
5906,"0,16","0,16","0,05","0,07","0,04","0,45","14,45",0,"0,07","6,529304448","380,7253358","1,64","442,0763366","3,900421361",2
5907,0,0,"0,08","0,06","0,08","0,17","9,37","0,03","0,03","8,370440489","324,8516587","1,51","383,4550683","3,900508521",2
5908,0,0,"0,002001127079","0,02352065016","0,0006698837829","1,95","9,95","0,008399339696","0,1945013263","7,146292144","32,11353482","1,05","153,9955764","2,270972855",1
5909,0,0,"0,05","0,06","0,05","0,76","16,13","0,05",0,"9,106916915","286,4035215","1,9","369,6130841","4,896625908",2
5910,"0,63","0,63","0,08","0,04","0,02","1,83","11,4","0,09","0,07","6,185924892","313,0573324","0,22","360,6480784","4,656377233",2
5911,"0,13","0,13","0,01","0,62","0,004","1,78","18,6","0,1","2,36","8,635848719","277,1519377","1,88","355,5324696","3,977362364",2
5912,"0,84","0,84","0,29","0,88","0,03","1,2","7,74","0,07","0,15","9,221955642","247,3354119","0,02","375,4114701","4,768660397",2
5913,0,0,"0,35","0,38","0,04","1,55","1,27","0,06","1,14","7,986018499","330,4307004","0,41","372,022817","4,755158013",2
